#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2018 09 03 17 50 119  1.4  2.0  0.84 12.12  6.98 191 1030.2   9.1  10.3   5.0 99.0 99.00
2018 09 03 18 50  55  2.6  3.7  0.81  9.09  6.90 184 1030.4   9.1  10.3   5.1 99.0 99.00
2018 09 03 19 50  81  3.7  5.3  0.86 12.12  6.81 181 1030.5   9.1  10.3   5.0 99.0 99.00
2018 09 03 20 50 114  4.0  4.7  0.83 11.43  6.84 184 1030.6   9.3  10.3   5.3 99.0 99.00
2018 09 03 21 50 110  4.1  5.5  0.82 11.43  6.75 165 1030.7   9.4  10.3   5.2 99.0 99.00
2018 09 03 22 50 119  4.0  4.7  0.84  6.67  6.55 312 1030.5   9.5  10.3   5.6 99.0 99.00
2018 09 03 23 50 120  4.7  5.5  0.91 11.43  6.48 173 1030.2   9.5  10.3   5.1 99.0 99.00
2018 09 04 00 50 109  5.1  5.9  0.92 10.81  6.41 184 1030.0   9.6  10.3   5.5 99.0 99.00
2018 09 04 01 50 123  5.3  6.4  1.07 10.00  6.66 178 1029.9   9.6  10.3   5.7 99.0 99.00
2018 09 04 02 50 120  5.6  6.6  1.03 10.81  6.42 174 1029.7   9.6  10.3   5.4 99.0 99.00
2018 09 04 03 50 121  5.6  6.8  0.92 10.81  5.58 171 1029.5   9.5  10.3   5.3 99.0 99.00
2018 09 04 04 50 115  5.7  7.4  0.86 11.43  5.32 180 1029.4   9.4  10.3   6.0 99.0 99.00
2018 09 04 05 50 106  6.7  9.1  0.90 10.00  5.06 200 1029.3   9.4  10.3   6.2 99.0 99.00
2018 09 04 06 50 112  7.0  8.5  0.91 12.12  4.62 189 1029.5   9.3  10.3   6.1 99.0 99.00
2018 09 04 07 50 104  8.1  9.6  1.00 11.43  4.69 168 1029.5   9.2  10.3   6.0 99.0 99.00
2018 09 04 08 50 123  8.8 11.0  1.11 11.43  4.59 174 1029.5   9.2  10.2   5.8 99.0 99.00
2018 09 04 09 50 119  9.3 11.3  1.15  4.17  4.42 127 1029.1   9.3  10.2   6.3 99.0 99.00
2018 09 04 10 50 121  9.6 12.4  1.22  4.35  4.43 121 1029.0   9.0  10.2   6.1 99.0 99.00
2018 09 04 11 50 119  9.5 11.2  1.26  4.76  4.50 137 1028.6   9.1  10.2   6.8 99.0 99.00
2018 09 04 12 50 118 10.3 12.0  1.50  5.00  4.67 130 1028.5   9.1  10.2   6.9 99.0 99.00
2018 09 04 13 50 128  9.5 11.6  1.43  5.26  4.65 130 1028.3   9.1  10.2   7.1 99.0 99.00
2018 09 04 14 50 117 10.7 13.0  1.66  5.26  4.82 125 1027.8   9.0  10.2   6.9 99.0 99.00
2018 09 04 15 50 122 10.1 12.4  1.65  5.56  4.99 131 1027.9   8.8  10.2   6.6 99.0 99.00
2018 09 04 16 50 127 10.7 12.2  1.78  5.56  5.04 128 1027.8   9.0  10.2   6.7 99.0 99.00
2018 09 04 17 50 137 10.6 12.9  1.85  5.88  5.22 140 1027.7   9.0  10.2   6.4 99.0 99.00
2018 09 04 18 50 115 10.9 12.9  1.83  5.88  5.12 147 1027.5   9.1  10.2   6.6 99.0 99.00
2018 09 04 19 50 119 11.4 13.0  1.94  5.88  5.20 141 1027.4   9.3  10.2   6.7 99.0 99.00
2018 09 04 20 50 121 10.4 12.6  2.11  5.88  5.28 129 1027.5   9.6  10.2   7.1 99.0 99.00
2018 09 04 21 50 124 11.0 12.6  2.00  6.25  5.27 141 1027.4   9.6  10.2   7.4 99.0 99.00
2018 09 04 22 50 120 11.1 13.1  2.23  6.25  5.46 148 1026.8   9.7  10.2   7.7 99.0 99.00
2018 09 04 23 50 122 11.0 13.2  2.22  5.88  5.49 149 1026.7   9.8  10.2   8.4 99.0 99.00
2018 09 05 00 50 133 11.2 14.1  2.23  6.67  5.60 149 1026.4  10.3  10.2   8.7 99.0 99.00
2018 09 05 01 50 127 10.6 12.7  2.69  6.67  6.06 155 1026.3  10.3  10.2   9.0 99.0 99.00
2018 09 05 02 50 139  9.7 11.7  2.50 10.00  5.81 179 1026.3  10.4  10.2   9.4 99.0 99.00
2018 09 05 03 50 138 10.2 12.2  2.33  9.09  5.93 192 1026.1  10.3  10.2   9.5 99.0 99.00
2018 09 05 04 50 134  9.8 11.8  2.65  9.09  6.19 194 1026.0  10.4  10.2   9.5 99.0 99.00
2018 09 05 05 50 135  9.8 11.8  2.54  7.69  6.02 182 1026.1  10.4  10.2   9.6 99.0 99.00
2018 09 05 06 50 137  9.3 11.2  2.22  7.69  5.65 174 1026.4  10.5  10.2   9.6 99.0 99.00
2018 09 05 07 50 138  9.1 11.2  2.28  7.69  5.77 181 1026.8  10.4  10.2   9.8 99.0 99.00
2018 09 05 08 50 146 10.0 12.4  2.19  7.69  5.73 180 1026.7  10.2  10.2  10.1 99.0 99.00
2018 09 05 09 50 146  9.6 11.4  2.22  7.69  5.91 183 1026.7  10.1  10.2  10.1 99.0 99.00
2018 09 05 10 50 143  9.3 11.5  2.10  8.33  5.66 178 1026.7  10.1  10.2  10.1 99.0 99.00
2018 09 05 11 50 146  9.6 11.2  2.11  6.67  5.54 168 1026.5  10.1  10.2  10.1 99.0 99.00
2018 09 05 12 50 141  9.5 11.1  2.07  7.69  5.66 169 1026.0  10.2  10.2  10.2 99.0 99.00
2018 09 05 13 50 144  8.7 10.0  2.03  7.14  5.55 161 1026.0  10.1  10.2  10.1 99.0 99.00
2018 09 05 14 50 148  8.5 10.0  1.85  6.25  5.48 148 1025.8  10.1  10.2  10.1 99.0 99.00
2018 09 05 15 50 146  7.9  9.6  2.04  9.09  5.68 173 1025.9  10.3  10.2  10.3 99.0 99.00
2018 09 05 16 50 148  8.3  9.9  1.90  8.33  5.68 168 1025.9  10.6  10.2  10.6 99.0 99.00
2018 09 05 17 50 145  8.9 10.4  2.01  7.14  5.63 166 1025.8  10.5  10.2  10.5 99.0 99.00
2018 09 05 18 50 148  9.0 10.9  1.91  7.14  5.45 168 1025.8  10.5  10.2  10.5 99.0 99.00
2018 09 05 19 50 154  9.5 11.5  2.18  8.33  5.82 178 1025.9  10.4  10.2  10.4 99.0 99.00
2018 09 05 20 50 154  8.7 10.2  2.05  7.69  5.71 168 1026.1  10.5  10.2  10.5 99.0 99.00
2018 09 05 21 50 157  8.1  9.8  1.87  7.69  5.51 175 1026.3  10.5  10.3  10.5 99.0 99.00
2018 09 05 22 50 159  8.5 10.3  1.87  5.88  5.38 154 1026.2  10.6  10.3  10.6 99.0 99.00
2018 09 05 23 50 159  8.7 10.1  1.95  7.14  5.46 162 1025.8  10.7  10.3  10.7 99.0 99.00
2018 09 06 00 50 169  8.2  9.6  1.65  6.67  5.14 162 1025.9  10.8  10.3  10.8 99.0 99.00
2018 09 06 01 50 171  8.5 10.0  1.67  6.67  5.23 163 1025.7  10.9  10.3  10.9 99.0 99.00
2018 09 06 02 50 169  7.9  9.3  1.53  6.67  5.19 161 1025.7  11.0  10.3  11.0 99.0 99.00
2018 09 06 03 50 168  7.7  9.1  1.60  6.67  5.19 158 1025.8  11.0  10.3  11.0 99.0 99.00
2018 09 06 04 50 172  7.0  8.1  1.52  6.67  5.29 154 1025.9  11.1  10.3  11.1 99.0 99.00
2018 09 06 05 50 177  8.0  9.3  1.45  6.67  5.07 159 1025.9  11.2  10.3  11.2 99.0 99.00
2018 09 06 06 50 179  7.7  8.9  1.61  7.69  5.24 169 1026.5  10.9  10.3  10.9 99.0 99.00
2018 09 06 07 50 185  8.1  9.6  1.59  7.14  5.22 174 1026.6  10.8  10.3  10.8 99.0 99.00
2018 09 06 08 50 186  7.6  8.8  1.58  6.67  5.32 163 1026.7  10.5  10.3  10.5 99.0 99.00
2018 09 06 09 50 197  7.6  8.7  1.51  6.67  5.08 173 1026.7  10.2  10.3  10.2 99.0 99.00
2018 09 06 10 50 195  7.3  8.8  1.32  7.14  4.92 172 1026.7  10.2  10.3  10.2 99.0 99.00
2018 09 06 11 50 200  6.8  8.0  1.29  6.25  4.87 162 1026.8  10.2  10.3  10.2 99.0 99.00
2018 09 06 12 50 196  6.9  8.1  1.26  5.56  4.89 159 1026.6  10.2  10.3  10.2 99.0 99.00
2018 09 06 13 50 202  6.6  8.0  1.16  5.56  4.71 169 1026.6  10.2  10.3  10.2 99.0 99.00
2018 09 06 14 50 200  6.5  7.5  1.14  5.56  4.56 167 1026.8   9.9  10.3   9.9 99.0 99.00
2018 09 06 15 50 198  5.2  6.1  1.08  5.56  4.67 182 1026.8   9.7  10.3   9.7 99.0 99.00
2018 09 06 16 50 193  5.4  6.3  0.99  5.88  4.77 166 1026.5   9.7  10.3   9.7 99.0 99.00
2018 09 06 17 50 188  5.2  6.3  0.98  5.26  4.96 181 1026.6  10.2  10.3  10.2 99.0 99.00
2018 09 06 18 50 181  5.0  5.9  0.87  5.56  4.75 165 1026.6  10.3  10.3  10.3 99.0 99.00
2018 09 06 19 50 187  5.0  5.8  0.93  5.26  4.83 177 1026.8  10.4  10.3  10.4 99.0 99.00
2018 09 06 20 50 185  4.9  5.6  0.82  5.56  4.50 180 1026.8  10.3  10.3  10.3 99.0 99.00
2018 09 06 21 50 195  2.9  3.8  0.78  5.26  4.57 175 1027.2  10.4  10.4  10.4 99.0 99.00
2018 09 06 22 50 201  2.9  3.4  0.78  7.14  4.89 184 1026.7  10.5  10.4  10.5 99.0 99.00
2018 09 06 23 50 210  3.9  4.5  0.74  7.14  4.79 176 1026.3  10.6  10.5  10.6 99.0 99.00
2018 09 07 00 50 216  4.6  5.2  0.73  4.76  4.85 165 1026.0  10.6  10.5  10.6 99.0 99.00
2018 09 07 01 50 245  1.8  2.3  0.73  6.67  4.92 182 1026.1  10.6  10.6  10.6 99.0 99.00
2018 09 07 02 50 300  1.0  1.4  0.76  7.14  5.08 177 1026.0  10.6  10.6  10.6 99.0 99.00
2018 09 07 03 50 241  1.5  1.8  0.70  4.76  4.91 177 1025.9  10.5  10.6  10.5 99.0 99.00
2018 09 07 04 50 258  1.0  1.3  0.68 12.90  5.13 243 1025.3  10.6  10.6  10.6 99.0 99.00
2018 09 07 05 50 216  0.7  0.9  0.64  5.00  5.27 188 1025.4  10.6  10.6  10.6 99.0 99.00
2018 09 07 06 50 206  1.0  1.3  0.69 12.90  5.47 238 1025.7  10.6  10.6  10.6 99.0 99.00
2018 09 07 07 50 216  2.3  2.6  0.62 12.12  5.25 200 1026.1  10.6  10.5  10.6 99.0 99.00
2018 09 07 08 50 230  1.9  2.2  0.60 12.90  5.25 250 1026.0  10.6  10.5  10.6 99.0 99.00
2018 09 07 09 50 253  1.6  1.9  0.60 14.81  5.28  48 1025.8  10.5  10.4  10.5 99.0 99.00
2018 09 07 10 50 269  1.6  1.9  0.61  6.25  5.16 176 1025.4  10.4  10.5  10.4 99.0 99.00
2018 09 07 11 50 282  0.8  1.0  0.61 12.90  5.27 249 1025.2  10.3  10.5  10.3 99.0 99.00
2018 09 07 12 50 335  0.5  0.8  0.64  6.25  5.27 175 1024.8  10.2  10.6  10.2 99.0 99.00
2018 09 07 13 50  30  1.8  2.1  0.65  6.25  5.27 181 1024.4  10.1  10.5  10.1 99.0 99.00
2018 09 07 14 50 225  1.7  2.0  0.69  6.25  5.39 184 1024.4  10.0  10.4  10.0 99.0 99.00
2018 09 07 15 50 263  2.0  2.3  0.64 13.79  5.56 184 1024.3  10.2  10.5  10.2 99.0 99.00
2018 09 07 16 50 294  1.7  2.0  0.63 13.79  5.58 213 1024.3  10.4  10.5  10.4 99.0 99.00
2018 09 07 17 50 299  1.4  1.6  0.64 13.79  6.07 194 1024.3  10.4  10.5  10.4 99.0 99.00
2018 09 07 18 50 327  1.3  1.6  0.60 12.90  6.05 229 1024.7  10.5  10.6  10.5 99.0 99.00
2018 09 07 19 50  22  1.2  1.5  0.63 12.12  6.36 236 1024.6  10.5  10.6  10.5 99.0 99.00
2018 09 07 20 50  43  2.5  3.2  0.60 14.81  6.60 237 1024.4  10.6  10.7  10.6 99.0 99.00
2018 09 07 21 50  59  1.2  1.6  0.58 13.79  6.61 216 1024.4  10.7  10.8  10.7 99.0 99.00
2018 09 07 22 50  60  2.5  2.9  0.60 12.12  6.89 208 1024.2  10.7  10.9  10.7 99.0 99.00
2018 09 07 23 50  84  2.9  3.4  0.58 10.81  6.94 199 1024.2  10.7  10.9  10.7 99.0 99.00
2018 09 08 00 50 120  2.9  3.5  0.66 10.00  7.04 204 1024.2  10.6  10.8  10.6 99.0 99.00
2018 09 08 01 50  94  3.7  4.4  0.73 10.00  7.49 186 1023.5  10.6  10.9  10.6 99.0 99.00
2018 09 08 02 50  95  4.3  5.0  0.74 10.00  7.57 182 1023.4  10.5  10.9  10.5 99.0 99.00
2018 09 08 03 50  91  4.6  5.5  0.77 10.81  7.26 180 1023.7  10.5  10.8  10.5 99.0 99.00
2018 09 08 04 50 114  4.3  5.0  0.82 10.00  6.29 176 1023.9  10.5  10.7  10.5 99.0 99.00
2018 09 08 05 50 109  4.7  5.7  0.84 10.00  6.26 187 1024.0  10.5  10.8  10.5 99.0 99.00
2018 09 08 06 50  87  5.5  6.3  0.81  9.09  5.65 169 1023.8  10.5  10.7  10.5 99.0 99.00
2018 09 08 07 50  84  6.4  7.6  0.87 10.81  6.16 186 1024.1  10.6  10.7  10.6 99.0 99.00
2018 09 08 08 50 104  4.9  5.8  0.92 10.00  5.78 181 1024.9  10.5  10.6  10.5 99.0 99.00
2018 09 08 09 50 100  5.0  5.9  0.89 10.81  5.59 178 1024.8  10.2  10.6  10.2 99.0 99.00
2018 09 08 10 50  85  6.1  7.7  0.96 10.81  5.71 180 1024.4  10.2  10.5   9.7 99.0 99.00
2018 09 08 11 50  97  5.7  7.0  0.89 10.00  5.02 185 1024.4   9.9  10.5   9.4 99.0 99.00
2018 09 08 12 50  95  5.9  7.6  0.91  7.14  4.70 178 1024.0   9.8  10.5   9.0 99.0 99.00
2018 09 08 13 50  99  6.5  8.0  0.88  6.67  4.74 180 1024.1   9.8  10.5   7.7 99.0 99.00
2018 09 08 14 50 106  4.6  5.6  0.89 11.43  4.85 171 1024.3  10.1  10.5   8.1 99.0 99.00
2018 09 08 15 50  88  4.7  5.7  0.82 10.81  4.89 170 1024.2  10.0  10.6   8.4 99.0 99.00
2018 09 08 16 50  85  5.2  6.0  0.87 11.43  5.10 182 1024.1   9.9  10.5   9.0 99.0 99.00
2018 09 08 17 50  90  5.9  7.1  0.81 10.81  4.59 183 1024.5   9.8  10.5   8.5 99.0 99.00
2018 09 08 18 50 110  5.0  5.9  0.83 10.81  4.97 197 1024.8   9.9  10.5   8.7 99.0 99.00
2018 09 08 19 50  88  5.2  6.5  0.76 10.00  4.99 175 1025.0  10.2  10.5   8.4 99.0 99.00
2018 09 08 20 50  84  5.8  6.8  0.73 10.00  4.64 196 1024.9  10.3  10.5   8.1 99.0 99.00
2018 09 08 21 50  83  6.0  7.0  0.80 10.00  4.98 163 1024.8  10.3  10.5   8.9 99.0 99.00
2018 09 08 22 50  72  6.7  8.4  0.79  9.09  4.56 158 1024.6   9.8  10.5   8.7 99.0 99.00
2018 09 08 23 50  76  8.1  9.7  0.90 10.00  4.51 175 1023.9   9.5  10.6   8.4 99.0 99.00
2018 09 09 00 50  90  7.1  8.8  0.87  9.09  4.30 191 1023.8   9.7  10.6   8.8 99.0 99.00
2018 09 09 01 50  87  6.4  7.7  0.95  4.00  4.39  84 1023.7   9.5  10.6   8.3 99.0 99.00
2018 09 09 02 50  77  5.9  6.8  0.93  4.17  4.56  84 1023.5   9.5  10.6   8.5 99.0 99.00
2018 09 09 03 50  89  4.9  6.2  0.96  4.35  4.52  80 1023.3   9.3  10.6   8.5 99.0 99.00
2018 09 09 04 50  80  5.5  7.0  0.96  4.35  4.64  76 1023.1   9.3  10.6   8.3 99.0 99.00
2018 09 09 05 50  77  5.4  6.7  0.99  4.35  4.55  71 1023.2   9.3  10.5   8.5 99.0 99.00
2018 09 09 06 50  80  5.6  7.3  0.98  4.17  4.61  76 1023.5   9.0  10.5   8.6 99.0 99.00
2018 09 09 07 50  72  5.7  7.3  0.97  9.09  4.80 178 1023.7   9.1  10.5   8.7 99.0 99.00
2018 09 09 08 50  62  6.3  7.1  0.94  4.35  4.57  75 1023.9   9.1  10.5   8.5 99.0 99.00
2018 09 09 09 50  76  6.4  7.9  0.95  4.55  4.58  70 1023.7   9.1  10.5   8.2 99.0 99.00
2018 09 09 10 50  72  6.1  7.5  0.97  9.09  4.69 149 1023.7   9.2  10.5   8.4 99.0 99.00
2018 09 09 11 50  61  5.9  7.4  0.92  5.00  4.69  54 1023.5   8.8  10.5   7.9 99.0 99.00
2018 09 09 12 50  56  5.8  7.7  0.96  5.00  4.58  57 1023.3   8.8  10.5   8.0 99.0 99.00
2018 09 09 13 50  71  6.9  8.1  0.95  4.55  4.52  60 1023.0   8.7  10.5   8.0 99.0 99.00
2018 09 09 14 50  79  5.7  7.5  0.88  6.25  4.46 132 1023.1   8.9  10.4   8.0 99.0 99.00
2018 09 09 15 50  61  5.9  7.9  0.88  5.26  4.41  83 1023.2   8.8  10.4   7.7 99.0 99.00
2018 09 09 16 50  59  6.3  8.3  0.91  4.55  4.32  62 1023.2   8.8  10.4   6.9 99.0 99.00
2018 09 09 17 50  75  5.8  7.1  0.86  4.35  4.17  74 1023.4   9.1  10.4   6.8 99.0 99.00
2018 09 09 18 50  70  5.6  7.0  0.86  4.55  4.41 104 1023.5   9.2  10.4   7.0 99.0 99.00
2018 09 09 19 50  73  5.4  6.8  0.79  4.35  4.23  67 1023.5   9.3  10.4   7.0 99.0 99.00
2018 09 09 20 50  79  4.5  6.2  0.80  4.35  4.34  78 1023.8   9.5  10.4   7.3 99.0 99.00
2018 09 09 21 50  84  4.5  6.0  0.76 12.12  4.37 186 1023.6   9.6  10.5   6.9 99.0 99.00
2018 09 09 22 50  87  4.5  5.8  0.71 12.12  4.46 197 1023.8   9.7  10.5   7.1 99.0 99.00
2018 09 09 23 50  89  3.8  4.6  0.72  8.33  4.76 177 1023.6   9.7  10.5   6.8 99.0 99.00
2018 09 10 00 50  52  4.1  5.9  0.70  7.69  4.46 166 1023.4   9.6  10.6   6.4 99.0 99.00
2018 09 10 01 50  74  3.5  4.7  0.66  4.76  4.57  72 1023.2   9.6  10.6   6.7 99.0 99.00
2018 09 10 02 50  72  5.0  6.4  0.67  7.69  4.65 182 1023.0   9.6  10.6   7.0 99.0 99.00
2018 09 10 03 50  59  4.6  6.3  0.69  7.14  4.58 179 1022.9   9.5  10.6   6.6 99.0 99.00
2018 09 10 04 50  65  5.2  6.8  0.76  4.17  4.48  76 1022.7   9.6  10.6   7.0 99.0 99.00
2018 09 10 05 50  71  3.8  5.2  0.74  5.56  4.51 132 1022.7   9.4  10.6   6.7 99.0 99.00
2018 09 10 06 50  68  3.9  5.3  0.79 11.43  4.55 223 1022.9   9.1  10.6   6.5 99.0 99.00
2018 09 10 07 50  76  4.4  5.8  0.73  4.35  4.64  98 1023.3   8.8  10.6   6.3 99.0 99.00
2018 09 10 08 50  85  2.5  4.0  0.65 12.12  4.72 195 1023.7   8.9  10.6   6.4 99.0 99.00
2018 09 10 09 50  90  2.7  4.9  0.64 11.43  4.60 213 1023.7   8.5  10.6   6.0 99.0 99.00
2018 09 10 10 50  91  3.5  5.0  0.63  5.00  4.74  61 1023.5   8.6  10.6   6.3 99.0 99.00
2018 09 10 11 50  62  2.7  3.7  0.66  7.69  4.92 178 1023.5   8.8  10.6   6.6 99.0 99.00
2018 09 10 12 50  72  2.7  5.6  0.66  5.56  4.97  75 1023.4   8.3  10.6   5.7 99.0 99.00
2018 09 10 13 50  68  2.9  4.3  0.68  6.25  5.11 124 1023.4   8.4  10.6   6.0 99.0 99.00
2018 09 10 14 50 115  2.8  3.9  0.70  4.76  5.11  51 1023.4   8.3  10.5   5.9 99.0 99.00
2018 09 10 15 50  92  2.9  4.1  0.68  6.67  5.27 172 1023.5   8.2  10.5   5.6 99.0 99.00
2018 09 10 16 50 104  3.0  4.3  0.72  6.25  5.13 127 1023.5   8.0  10.5   5.7 99.0 99.00
2018 09 10 17 50 113  0.9  1.6  0.69  5.56  4.98 105 1023.8   8.0  10.5   5.6 99.0 99.00
2018 09 10 18 50 117  2.0  3.8  0.68  5.88  4.95 149 1024.0   8.0  10.5   5.6 99.0 99.00
2018 09 10 19 50  90  1.9  3.0  0.67  4.76  5.00 146 1024.1   7.9  10.5   5.5 99.0 99.00
2018 09 10 20 50 111  2.8  3.7  0.61  4.35  4.93 137 1024.1   8.1  10.5   6.0 99.0 99.00
2018 09 10 21 50  91  3.7  5.2  0.57  8.33  5.09 177 1024.0   7.9  10.5   5.7 99.0 99.00
2018 09 10 22 50  93  4.3  5.9  0.57  5.26  4.88  66 1024.2   7.9  10.5   5.4 99.0 99.00
2018 09 10 23 50  87  3.8  5.1  0.59  7.14  5.18 173 1024.3   8.1  10.6   5.4 99.0 99.00
2018 09 11 00 50 109  4.0  4.7  0.53  5.56  5.11  70 1024.6   8.6  10.6   6.5 99.0 99.00
2018 09 11 01 50 154  2.4  3.5  0.60  7.69  5.25 197 1024.7   8.5  10.6   6.2 99.0 99.00
2018 09 11 02 50 139  2.2  3.6  0.64  6.25  5.27 163 1024.6   8.3  10.6   5.5 99.0 99.00
2018 09 11 03 50  95  2.9  4.8  0.71 12.12  5.63 197 1024.5   8.4  10.6   5.6 99.0 99.00
2018 09 11 04 50 123  2.7  4.6  0.86 12.12  6.73 186 1024.7   8.3  10.6   5.7 99.0 99.00
2018 09 11 05 50  89  3.8  4.8  0.97 12.12  7.05 187 1024.4   8.2  10.5   5.7 99.0 99.00
2018 09 11 06 50 105  3.8  5.3  1.19 11.43  7.84 182 1024.9   8.3  10.5   5.9 99.0 99.00
2018 09 11 07 50 116  4.0  5.6  1.21 11.43  7.22 184 1025.0   8.2  10.5   5.9 99.0 99.00
2018 09 11 08 50 107  3.8  5.7  1.16 10.81  7.33 182 1025.3   8.0  10.5   5.7 99.0 99.00
2018 09 11 09 50 133  4.4  7.1  1.26 11.43  7.48 183 1025.3   8.1  10.5   5.8 99.0 99.00
2018 09 11 10 50 133  4.6  6.1  1.21 12.12  7.45 190 1025.4   7.9  10.5   5.6 99.0 99.00
2018 09 11 11 50 106  3.9  5.9  1.28 10.81  7.63 187 1025.6   7.9  10.4   5.7 99.0 99.00
2018 09 11 12 50 119  4.1  4.9  1.22 10.81  7.08 179 1025.7   8.0  10.5   6.0 99.0 99.00
2018 09 11 13 50  83  3.8  6.3  1.17 12.12  7.29 161 1025.4   7.9  10.5   5.9 99.0 99.00
2018 09 11 14 50 105  4.9  6.8  1.12 11.43  7.09 173 1025.2   8.0  10.4   6.0 99.0 99.00
2018 09 11 15 50  91  5.4  6.4  1.08 12.12  6.66 177 1025.0   8.1  10.4   7.0 99.0 99.00
2018 09 11 16 50 105  6.7  8.1  1.22 12.12  6.89 179 1024.9   8.5  10.4   8.5 99.0 99.00
2018 09 11 17 50 116  7.3  9.0  1.30 12.12  6.37 178 1025.1   8.8  10.4   8.7 99.0 99.00
2018 09 11 18 50 102  8.0  9.8  1.42 11.43  6.36 173 1024.7   8.9  10.4   8.9 99.0 99.00
2018 09 11 19 50 101  7.0  8.0  1.38 11.43  6.10 178 1024.8   9.2  10.4   9.2 99.0 99.00
2018 09 11 20 50  98  6.2  7.2  1.39 10.81  6.09 181 1024.9   9.3  10.4   9.3 99.0 99.00
2018 09 11 21 50  89  6.3  8.0  1.43 10.81  6.18 180 1024.7   9.5  10.5   9.5 99.0 99.00
2018 09 11 22 50  81  7.0  8.2  1.45 10.81  6.18 188 1024.6   9.6  10.5   9.6 99.0 99.00
2018 09 11 23 50  87  6.7  7.8  1.49 12.12  6.23 170 1024.6   9.8  10.5   9.8 99.0 99.00
2018 09 12 00 50  89  6.7  8.3  1.53 10.81  6.20 182 1024.1  10.1  10.6  10.1 99.0 99.00
2018 09 12 01 50  82  8.6 10.1  1.42 10.81  5.57 165 1023.0  10.1  10.6  10.1 99.0 99.00
2018 09 12 02 50  85  8.7 10.2  1.51 12.90  5.77 161 1022.6  10.1  10.6  10.1 99.0 99.00
2018 09 12 03 50  88  9.4 11.6  1.55 12.90  5.25 177 1022.3  10.0  10.6  10.0 99.0 99.00
2018 09 12 04 50 101 10.0 11.9  1.61 12.90  5.24 176 1022.2  10.2  10.6  10.2 99.0 99.00
2018 09 12 05 50 103  9.5 11.3  1.64 12.90  5.38 156 1022.1   9.9  10.6   9.9 99.0 99.00
2018 09 12 06 50 104 10.3 11.9  1.85 12.12  5.51 167 1021.3   9.8  10.5   9.8 99.0 99.00
2018 09 12 07 50 105  9.2 11.4  1.83 12.12  5.39 187 1021.3   9.5  10.5   9.5 99.0 99.00
2018 09 12 08 50 101  9.9 11.8  1.89  5.56  5.31 120 1020.8   9.2  10.5   9.2 99.0 99.00
2018 09 12 09 50  98 10.2 12.5  1.95  5.56  5.44 111 1020.4   9.2  10.5   9.2 99.0 99.00
2018 09 12 10 50 101  9.6 11.6  2.03 11.43  5.63 187 1020.1   9.3  10.5   9.3 99.0 99.00
2018 09 12 11 50  91 10.5 12.9  2.13  6.25  5.71 113 1019.2   9.1  10.4   9.1 99.0 99.00
2018 09 12 12 50  93  8.6 10.3  2.26 11.43  5.93 181 1019.0   9.5  10.4   9.5 99.0 99.00
2018 09 12 13 50  88  9.6 12.2  2.06  6.25  5.67 116 1017.9  10.0  10.4  10.0 99.0 99.00
2018 09 12 14 50  87  9.5 11.6  1.91  6.67  5.55 134 1017.1  10.5  10.4  10.2 99.0 99.00
2018 09 12 15 50  92  9.7 11.5  1.94  5.88  5.42 104 1016.5  10.7  10.4  10.4 99.0 99.00
2018 09 12 16 50  93 10.2 12.3  2.08  6.25  5.44 122 1015.9  11.0  10.4  10.8 99.0 99.00
2018 09 12 17 50 102 10.4 12.4  1.99  6.25  5.40 102 1015.6  10.9  10.4  10.9 99.0 99.00
2018 09 12 18 50 106 10.1 12.1  2.17  6.25  5.43 108 1015.3  10.9  10.4  10.9 99.0 99.00
2018 09 12 19 50 110 10.8 13.0  2.21  6.67  5.56 113 1014.7  11.1  10.4  11.1 99.0 99.00
2018 09 12 20 50 110 10.4 11.8  2.54  6.67  5.69 109 1014.1  11.3  10.3  11.3 99.0 99.00
2018 09 12 21 50 115 10.5 12.5  2.40  6.25  5.70 109 1013.9  11.4  10.3  11.4 99.0 99.00
2018 09 12 22 50 113 10.4 12.3  2.47  6.67  5.89 105 1013.2  11.6  10.4  11.6 99.0 99.00
2018 09 12 23 50 125  9.5 11.5  2.37  7.14  5.97 108 1013.3  11.4  10.4  11.4 99.0 99.00
2018 09 13 00 50 126 10.0 11.5  2.53  7.69  6.33 127 1012.7  11.7  10.3  11.7 99.0 99.00
2018 09 13 01 50 127  9.5 11.4  2.32  7.14  6.00 115 1012.1  11.7  10.3  11.7 99.0 99.00
2018 09 13 02 50 131 10.0 11.4  2.51  7.69  6.04 145 1011.5  11.6  10.4  11.6 99.0 99.00
2018 09 13 03 50 126 10.1 12.3  2.40  6.67  6.02 132 1010.8  11.4  10.4  11.4 99.0 99.00
2018 09 13 04 50 129 10.1 11.9  2.38  7.69  5.96 138 1010.8  11.4  10.4  11.4 99.0 99.00
2018 09 13 05 50 128 10.4 12.1  2.49  6.67  5.91 129 1010.5  11.5  10.4  11.5 99.0 99.00
2018 09 13 06 50 129  9.5 11.8  2.28  7.14  5.73 127 1010.4  11.4  10.4  11.4 99.0 99.00
2018 09 13 07 50 127  9.2 11.2  2.23  6.67  5.61 116 1010.3  11.3  10.4  11.3 99.0 99.00
