YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2006 04 02 10 00 118 13.5 16.8  2.33  9.09  5.91 999 1002.1   1.9   3.0 999.0 99.0 99.00
2006 04 02 11 00 117 12.0 14.2  2.39  6.25  5.84 999 1000.6   2.1   3.0 999.0 99.0 99.00
2006 04 02 12 00 113 10.5 12.2  2.72  6.67  6.27 999  999.5   2.7   3.1 999.0 99.0 99.00
2006 04 02 13 00 117  8.8 10.6  2.70  7.14  6.43 999  998.7   2.8   3.1 999.0 99.0 99.00
2006 04 02 14 00 134  5.3  6.4  2.47  7.69  6.33 999  998.1   3.2   3.1 999.0 99.0 99.00
2006 04 02 15 00 146  4.5  5.3  2.43  8.33  6.62 999  997.5   3.3   3.1 999.0 99.0 99.00
2006 04 02 16 00 159  3.8  4.9  2.45  7.69  6.82 999  997.3   3.3   3.1 999.0 99.0 99.00
2006 04 02 17 00 145  3.8  4.4  2.41  8.33  6.60 999  996.6   3.3   3.1 999.0 99.0 99.00
2006 04 02 18 00 174  2.3  3.1  2.41  7.69  6.42 999  997.3   3.3   3.1 999.0 99.0 99.00
2006 04 02 19 00 174  0.6  1.1  2.41  7.69  6.56 999  997.9   3.3   3.1 999.0 99.0 99.00
2006 04 02 20 00 141  1.1  1.6  2.46  9.09  6.63 999  997.7   3.3   3.2 999.0 99.0 99.00
2006 04 02 21 00 159  2.1  2.7  2.33  8.33  6.59 999  997.6   3.4   3.1 999.0 99.0 99.00
2006 04 02 22 00 155  3.1  3.6  2.31  8.33  6.69 999  997.7   3.5   3.2 999.0 99.0 99.00
2006 04 02 23 00 154  2.6  3.1  2.10  8.33  6.46 999  997.5   3.3   3.2 999.0 99.0 99.00
2006 04 03 00 00 174  1.8  2.4  2.07  8.33  6.67 999  997.4   3.4   3.2 999.0 99.0 99.00
2006 04 03 01 00  16  0.3  0.9  2.24 10.00  7.22 999  996.4   3.5   3.3 999.0 99.0 99.00
2006 04 03 02 00  44  1.4  1.9  2.15  9.09  7.18 999  996.0   3.2   3.4 999.0 99.0 99.00
2006 04 03 03 00  69  3.8  4.2  1.96 10.00  7.11 999  995.2   3.2   3.4 999.0 99.0 99.00
2006 04 03 04 00  59  4.7  5.2  2.05 10.00  7.45 999  994.5   3.2   3.3 999.0 99.0 99.00
2006 04 03 05 00  71  4.9  5.6  1.98 10.81  7.44 999  993.9   3.2   3.2 999.0 99.0 99.00
2006 04 03 06 00  59  5.6  6.2  1.90 10.00  7.21 999  992.8   3.3   3.2 999.0 99.0 99.00
2006 04 03 07 00  47  6.7  7.8  1.82 10.00  6.89 999  991.6   3.3   3.2 999.0 99.0 99.00
2006 04 03 08 00  49  7.1  8.2  1.74 10.00  6.71 999  990.7   3.3   3.3 999.0 99.0 99.00
2006 04 03 09 00  51  8.0  9.1  1.57 10.81  6.50 999  989.2   3.3   3.2 999.0 99.0 99.00
2006 04 03 10 00  36  8.3  9.7  1.76 10.00  6.59 999  988.1   3.3   3.2 999.0 99.0 99.00
2006 04 03 11 00  25  9.1 10.7  1.65 10.00  6.18 999  987.0   3.3   3.2 999.0 99.0 99.00
2006 04 03 12 00  20 10.2 12.3  1.69  9.09  5.83 999  986.5   3.3   3.2 999.0 99.0 99.00
2006 04 03 13 00  17 11.6 13.8  1.89  9.09  5.76 999  985.7   3.2   3.2 999.0 99.0 99.00
2006 04 03 14 00  11 11.9 14.5  1.87  9.09  5.52 999  985.3   3.1   3.2 999.0 99.0 99.00
2006 04 03 15 00   9 11.7 14.4  2.07  9.09  5.63 999  985.0   2.9   3.2 999.0 99.0 99.00
2006 04 03 16 00   3 12.9 15.0  2.29  6.67  5.51 999  985.1   2.7   3.2 999.0 99.0 99.00
2006 04 03 17 00 356 13.7 16.1  2.40  7.14  5.61 999  985.4   2.5   3.2 999.0 99.0 99.00
2006 04 03 18 00 353 13.9 16.1  2.77  7.69  5.72 999  985.8   1.7   3.3 999.0 99.0 99.00
2006 04 03 19 00 354 15.3 18.9  3.00  9.09  5.99 999  986.0   1.7   3.3 999.0 99.0 99.00
2006 04 03 20 00 355 15.5 18.7  3.40  9.09  6.25 999  986.6   1.7   3.3 999.0 99.0 99.00
2006 04 03 21 00 356 15.0 18.0  3.35  9.09  6.33 999  987.4   1.8   3.3 999.0 99.0 99.00
2006 04 03 22 00 358 14.4 18.1  3.70  9.09  6.57 999  988.4   1.8   3.3 999.0 99.0 99.00
2006 04 03 23 00   4 15.1 18.5  3.54 10.00  6.66 999  989.7   1.7   3.2 999.0 99.0 99.00
2006 04 04 00 00   3 16.3 18.7  4.62 10.00  7.26 999  991.0   1.8   3.2 999.0 99.0 99.00
2006 04 04 01 00   1 16.3 19.0  5.09 10.81  7.59 999  992.5   1.6   3.2 999.0 99.0 99.00
2006 04 04 02 00 355 16.6 19.9  5.25 10.00  7.78 999  993.9   1.3   3.2 999.0 99.0 99.00
2006 04 04 03 00 352 17.1 19.8  4.83 10.81  7.50 999  995.3   1.0   3.2 999.0 99.0 99.00
2006 04 04 04 00 348 16.7 19.6  5.40 10.81  7.94 999  996.9   0.7   3.2 999.0 99.0 99.00
2006 04 04 05 00 346 16.3 20.4  5.53 11.43  7.99 999  998.6   0.3   3.2 999.0 99.0 99.00
2006 04 04 06 00 345 15.7 19.5  5.28 11.43  7.90 999 1000.4   0.2   3.2 999.0 99.0 99.00
2006 04 04 07 00 348 15.3 18.0  5.49 11.43  8.18 999 1002.2  -0.2   3.2 999.0 99.0 99.00
2006 04 04 08 00 349 14.9 17.6  5.11 10.81  7.69 999 1003.8  -0.7   3.2 999.0 99.0 99.00
2006 04 04 09 00 342 13.6 16.3  5.07 11.43  8.05 999 1005.4  -0.8   3.2 999.0 99.0 99.00
2006 04 04 10 00 343 12.1 14.4  5.20 10.81  8.26 999 1006.9  -1.1   3.2 999.0 99.0 99.00
2006 04 04 11 00 338 12.1 14.8  4.96 10.81  8.08 999 1008.4  -0.9   3.2 999.0 99.0 99.00
2006 04 04 12 00 330 11.4 13.3  4.85 11.43  8.23 999 1009.5  -1.2   3.2 999.0 99.0 99.00
2006 04 04 13 00 336 11.6 14.1  4.46 10.81  8.01 999 1010.7  -1.1   3.2 999.0 99.0 99.00
2006 04 04 14 00 335 10.5 12.4  4.37 11.43  7.92 999 1012.0  -1.3   3.2 999.0 99.0 99.00
2006 04 04 15 00 331  9.9 12.6  4.11 11.43  7.82 999 1013.6  -1.2   3.2 999.0 99.0 99.00
2006 04 04 16 00 332 10.0 13.2  3.90 11.43  7.69 999 1014.9  -1.3   3.2 999.0 99.0 99.00
2006 04 04 17 00 341  9.4 11.8  3.67  9.09  7.42 999 1015.9  -1.2   3.1 999.0 99.0 99.00
2006 04 04 18 00 332  8.4 12.2  3.38 10.81  7.55 999 1017.0  -1.0   3.1 999.0 99.0 99.00
2006 04 04 19 00 343  8.5 10.5  2.99 11.43  6.95 999 1017.7  -1.1   3.1 999.0 99.0 99.00
2006 04 04 20 00 350  7.4  9.1  3.30 10.00  7.39 999 1017.8  -1.1   3.1 999.0 99.0 99.00
2006 04 04 21 00 343  6.9  8.9  2.79 10.81  7.27 999 1019.3  -0.8   3.2 999.0 99.0 99.00
2006 04 04 22 00 329  6.9  9.1  2.62 10.00  7.03 999 1020.8  -0.6   3.2 999.0 99.0 99.00
2006 04 04 23 00 338  6.2  8.8  2.54  9.09  7.05 999 1021.5  -0.4   3.3 999.0 99.0 99.00
2006 04 05 00 00 335  5.4  6.7  2.65  9.09  7.36 999 1021.8  -0.3   3.3 999.0 99.0 99.00
2006 04 05 01 00 336  4.8  6.1  2.18  9.09  6.83 999 1022.0  -0.3   3.4 999.0 99.0 99.00
2006 04 05 02 00 325  3.7  5.1  2.36  9.09  7.17 999 1022.2  -0.2   3.4 999.0 99.0 99.00
2006 04 05 03 00 310  3.8  5.1  2.39  8.33  7.06 999 1022.8  -0.2   3.4 999.0 99.0 99.00
2006 04 05 04 00 336  3.0  4.4  2.11  9.09  6.86 999 1022.6  -0.3   3.4 999.0 99.0 99.00
2006 04 05 05 00 346  1.3  1.9  2.15  8.33  7.16 999 1022.9  -0.1   3.4 999.0 99.0 99.00
2006 04 05 06 00  28  1.4  2.6  2.03  8.33  7.09 999 1022.8  -0.3   3.4 999.0 99.0 99.00
2006 04 05 07 00  78  1.2  2.1  2.01 10.81  7.15 999 1023.4  -0.3   3.3 999.0 99.0 99.00
2006 04 05 08 00 130  1.4  2.4  1.85  7.69  7.15 999 1023.3  -0.3   3.1 999.0 99.0 99.00
2006 04 05 09 00 131  2.3  3.9  1.81 10.00  7.04 999 1023.1  -0.2   3.0 999.0 99.0 99.00
2006 04 05 10 00 169  4.7  6.0  1.63 10.00  6.89 999 1022.7   0.0   3.0 999.0 99.0 99.00
2006 04 05 11 00 179  5.3  7.0  1.70  7.69  7.24 999 1022.8   0.2   3.1 999.0 99.0 99.00
2006 04 05 12 00 189  4.3  5.8  1.66  7.14  6.98 999 1022.7   0.4   3.1 999.0 99.0 99.00
2006 04 05 13 00 171  5.0  6.3  1.59 10.81  7.33 999 1021.5   0.5   3.1 999.0 99.0 99.00
2006 04 05 14 00 151  5.9  8.7  1.46 10.81  6.82 999 1020.8   0.6   3.2 999.0 99.0 99.00
2006 04 05 15 00 146  6.2  7.7  1.39 10.00  7.01 999 1019.7   0.7   3.2 999.0 99.0 99.00
2006 04 05 16 00 153  7.1  8.9  1.45  9.09  7.05 999 1019.8   0.9   3.2 999.0 99.0 99.00
2006 04 05 17 00 144  8.4 10.6  1.34  9.09  6.51 999 1019.3   1.0   3.2 999.0 99.0 99.00
2006 04 05 18 00 144  8.7 10.0  1.37 10.00  6.04 999 1018.5   1.2   3.2 999.0 99.0 99.00
2006 04 05 19 00 142  9.4 11.3  1.34  9.09  5.62 999 1017.2   1.3   3.3 999.0 99.0 99.00
2006 04 05 20 00 146 10.5 12.0  1.40 10.81  5.55 999 1016.5   1.3   3.2 999.0 99.0 99.00
2006 04 05 21 00 139 11.5 13.8  1.51 10.00  5.53 999 1015.4   1.5   3.3 999.0 99.0 99.00
2006 04 05 22 00 138 12.4 14.3  1.58  5.88  5.31 999 1014.4   1.7   3.3 999.0 99.0 99.00
2006 04 05 23 00 144 12.7 15.1  1.84  5.26  5.29 999 1014.0   2.0   3.2 999.0 99.0 99.00
2006 04 06 00 00 143 11.5 13.6  1.99  5.88  5.43 999 1012.2   2.2   3.2 999.0 99.0 99.00
2006 04 06 01 00 143 11.4 13.2  1.87  5.88  5.35 999 1011.1   2.2   3.3 999.0 99.0 99.00
2006 04 06 02 00 143 11.1 13.2  2.04  6.25  5.55 999 1009.5   2.3   3.3 999.0 99.0 99.00
2006 04 06 03 00 143 11.4 13.9  2.07  6.25  5.58 999 1007.7   2.4   3.2 999.0 99.0 99.00
2006 04 06 04 00 126 11.8 13.8  2.26  6.67  5.80 999 1006.3   2.4   3.1 999.0 99.0 99.00
2006 04 06 05 00 123 12.2 14.4  2.32  7.14  5.90 999 1004.6   2.5   3.1 999.0 99.0 99.00
2006 04 06 06 00 134 13.4 15.4  2.53  6.67  5.93 999 1004.3   2.7   3.1 999.0 99.0 99.00
2006 04 06 07 00 133 14.0 16.7  2.85  7.14  6.21 999 1003.1   2.7   3.2 999.0 99.0 99.00
2006 04 06 08 00 127 13.8 15.9  2.96  8.33  6.23 999 1002.2   2.3   3.3 999.0 99.0 99.00
2006 04 06 09 00 129 13.8 16.3  3.41  7.69  6.55 999 1001.1   2.6   3.3 999.0 99.0 99.00
2006 04 06 10 00 129 14.2 17.3  3.67  7.69  6.68 999  999.9   2.8   3.3 999.0 99.0 99.00
2006 04 06 11 00 130 14.0 16.6  3.47  8.33  6.65 999  999.0   2.9   3.3 999.0 99.0 99.00
2006 04 06 12 00 129 12.4 15.2  3.59  8.33  6.76 999  998.4   3.0   3.3 999.0 99.0 99.00
2006 04 06 13 00 132 11.5 13.5  3.40  8.33  6.68 999  997.7   3.2   3.3 999.0 99.0 99.00
2006 04 06 14 00 136 11.2 13.1  3.35  9.09  6.97 999  997.1   3.3   3.3 999.0 99.0 99.00
2006 04 06 15 00 142  9.9 11.3  3.08  9.09  6.81 999  996.9   3.3   3.3 999.0 99.0 99.00
2006 04 06 16 00 148  9.0 11.3  2.91  9.09  6.94 999  996.8   3.3   3.3 999.0 99.0 99.00
2006 04 06 17 00 154  7.7  9.0  3.04  8.33  7.03 999  996.5   3.3   3.3 999.0 99.0 99.00
2006 04 06 18 00 162  6.8  8.1  2.88  9.09  6.97 999  997.1   3.4   3.3 999.0 99.0 99.00
2006 04 06 19 00 180  6.8  8.2  2.92  8.33  7.01 999  997.9   3.4   3.3 999.0 99.0 99.00
2006 04 06 20 00 203  6.8  7.9  2.83  7.69  6.84 999  998.7   3.2   3.3 999.0 99.0 99.00
2006 04 06 21 00 205  6.4  7.2  2.90  8.33  6.75 999  998.8   3.4   3.4 999.0 99.0 99.00
2006 04 06 22 00 216  7.3  8.7  2.46  9.09  6.63 999  999.2   3.4   3.4 999.0 99.0 99.00
2006 04 06 23 00 225  8.5  9.7  2.14  7.69  6.47 999  999.7   3.4   3.4 999.0 99.0 99.00
2006 04 07 00 00 222  8.1  9.8  2.21  7.69  6.61 999 1000.7   3.4   3.4 999.0 99.0 99.00
2006 04 07 01 00 221  8.1  9.9  2.23  7.14  6.44 999 1000.9   3.2   3.4 999.0 99.0 99.00
2006 04 07 02 00 206  7.1  8.8  2.20  7.14  6.66 999 1001.2   3.7   3.5 999.0 99.0 99.00
2006 04 07 03 00 187  7.1  8.1  2.07 10.00  6.49 999 1000.9   3.7   3.5 999.0 99.0 99.00
2006 04 07 04 00 163  7.0  8.4  2.09  9.09  6.92 999 1000.3   3.6   3.5 999.0 99.0 99.00
2006 04 07 05 00 172  9.2 10.7  2.19  7.14  6.59 999 1000.4   3.8   3.5 999.0 99.0 99.00
2006 04 07 06 00 164 11.3 13.6  2.14 10.81  6.52 999  999.0   3.5   3.5 999.0 99.0 99.00
2006 04 07 07 00 154 12.6 15.4  2.25  9.09  6.24 999  997.9   3.4   3.4 999.0 99.0 99.00
2006 04 07 08 00 148 13.2 15.7  2.40 10.00  6.24 999  996.7   3.2   3.4 999.0 99.0 99.00
2006 04 07 09 00 153 14.4 16.5  2.54  7.69  6.27 999  994.9   3.6   3.4 999.0 99.0 99.00
2006 04 07 10 00 164 14.5 17.5  2.92  7.14  6.41 999  994.0   3.9   3.4 999.0 99.0 99.00
2006 04 07 11 00 176 14.6 18.2  3.08  7.14  6.39 999  993.7   4.4   3.4 999.0 99.0 99.00
2006 04 07 12 00 199 13.2 16.1  3.33  7.69  6.59 999  993.7   4.2   3.4 999.0 99.0 99.00
2006 04 07 13 00 190 12.1 15.3  3.32  7.69  6.65 999  993.7   4.1   3.4 999.0 99.0 99.00
2006 04 07 14 00 181 13.2 15.7  2.95  9.09  6.65 999  993.5   3.9   3.3 999.0 99.0 99.00
2006 04 07 15 00 186 16.9 23.9  3.23 10.00  6.91 999  993.6   2.5   3.3 999.0 99.0 99.00
2006 04 07 16 00 182 14.6 16.8  3.45  8.33  6.72 999  992.7   3.8   3.3 999.0 99.0 99.00
2006 04 07 17 00 185 13.2 16.5  3.59  9.09  6.85 999  992.4   3.7   3.3 999.0 99.0 99.00
2006 04 07 18 00 178 15.2 17.9  3.94  9.09  7.33 999  992.0   3.9   3.3 999.0 99.0 99.00
2006 04 07 19 00 178 15.7 19.9  4.10  9.09  7.24 999  991.7   3.9   3.3 999.0 99.0 99.00
2006 04 07 20 00 174 14.9 18.4  3.94  9.09  7.20 999  991.3   3.9   3.3 999.0 99.0 99.00
2006 04 07 21 00 179 14.2 16.6  4.69 10.81  7.84 999  991.1   3.9   3.3 999.0 99.0 99.00
2006 04 07 22 00 177 13.3 15.4  5.25 12.12  8.44 999  990.3   2.9   3.3 999.0 99.0 99.00
2006 04 07 23 00 178 14.8 17.5  5.94 10.00  8.69 999  989.6   3.8   3.3 999.0 99.0 99.00
2006 04 08 00 00 186 16.5 21.3  6.23 12.12  8.96 999  989.3   3.7   3.3 999.0 99.0 99.00
2006 04 08 01 00 179 16.0 20.5  6.43 12.12  9.22 999  988.3   3.9   3.3 999.0 99.0 99.00
2006 04 08 02 00 181 16.2 19.5  6.20 12.12  8.86 999  987.3   3.4   3.3 999.0 99.0 99.00
2006 04 08 03 00 183 16.4 19.7  6.32 10.00  8.82 999  986.4   3.5   3.3 999.0 99.0 99.00
2006 04 08 04 00 176 17.3 21.0  6.35 10.00  8.88 999  985.4   3.3   3.3 999.0 99.0 99.00
2006 04 08 05 00 183 17.8 21.0  6.41 12.12  8.89 999  984.6   3.1   3.3 999.0 99.0 99.00
2006 04 08 06 00 187 17.0 21.0  5.98 11.43  8.45 999  984.3   2.9   3.3 999.0 99.0 99.00
2006 04 08 07 00 228 15.3 18.5  5.98 11.43  8.81 999  985.3   3.5   3.3 999.0 99.0 99.00
2006 04 08 08 00 210 13.4 16.6  5.80 12.12  8.54 999  985.6   3.6   3.3 999.0 99.0 99.00
2006 04 08 09 00 217 15.3 19.1  5.24 11.43  8.53 999  986.4   3.5   3.3 999.0 99.0 99.00
2006 04 08 10 00 220 14.7 18.3  5.42 12.90  8.55 999  986.9   3.6   3.3 999.0 99.0 99.00
2006 04 08 11 00 225 15.3 18.6  5.13 12.12  8.45 999  987.6   3.6   3.3 999.0 99.0 99.00
2006 04 08 12 00 231 13.3 18.0  5.20 11.43  8.50 999  988.3   3.1   3.3 999.0 99.0 99.00
2006 04 08 13 00 232 15.2 18.3  4.96 16.00  8.15 999  989.3   3.2   3.3 999.0 99.0 99.00
2006 04 08 14 00 241 15.5 18.2  5.11 10.81  8.47 999  990.6   3.4   3.3 999.0 99.0 99.00
2006 04 08 15 00 250 13.1 16.8  4.83 10.00  8.19 999  991.5   3.2   3.3 999.0 99.0 99.00
2006 04 08 16 00 250 13.8 16.4  5.21 10.81  8.02 999  992.4   2.9   3.3 999.0 99.0 99.00
2006 04 08 17 00 248 13.9 16.7  5.33 10.00  8.13 999  993.6   2.3   3.3 999.0 99.0 99.00
2006 04 08 18 00 246 14.1 16.8  4.81 10.81  7.83 999  994.4   2.2   3.3 999.0 99.0 99.00
2006 04 08 19 00 256 12.5 15.3  4.74 10.81  7.73 999  995.4   2.1   3.3 999.0 99.0 99.00
2006 04 08 20 00 252 11.8 14.6  4.80 10.00  7.91 999  996.0   2.3   3.3 999.0 99.0 99.00
2006 04 08 21 00 243 12.5 15.2  4.26 10.00  7.67 999  996.7   2.5   3.3 999.0 99.0 99.00
2006 04 08 22 00 245 13.3 16.0  4.22 10.00  7.69 999  997.3   1.9   3.3 999.0 99.0 99.00
2006 04 08 23 00 249 12.6 15.0  3.91 10.81  7.46 999  997.8   2.4   3.4 999.0 99.0 99.00
2006 04 09 00 00 248 12.2 14.4  4.18 10.81  7.91 999  998.3   2.0   3.4 999.0 99.0 99.00
2006 04 09 01 00 251 11.9 14.0  3.76 11.43  7.66 999  998.9   1.8   3.4 999.0 99.0 99.00
2006 04 09 02 00 256 12.7 14.6  4.37 14.81  8.03 999  999.4   1.9   3.4 999.0 99.0 99.00
2006 04 09 03 00 264 13.3 15.6  4.03 10.00  7.60 999 1000.1   1.6   3.4 999.0 99.0 99.00
2006 04 09 04 00 261 13.2 15.1  3.51 10.81  7.48 999 1000.9   1.9   3.3 999.0 99.0 99.00
2006 04 09 05 00 252 12.1 14.0  3.60  9.09  7.25 999 1001.3   1.8   3.3 999.0 99.0 99.00
2006 04 09 06 00 264 11.5 13.3  3.42 10.00  7.20 999 1001.9   1.6   3.3 999.0 99.0 99.00
2006 04 09 07 00 259 11.9 15.4  3.63 10.00  7.38 999 1002.3   1.7   3.3 999.0 99.0 99.00
2006 04 09 08 00 263 12.3 14.1  3.42  9.09  7.17 999 1003.1   1.6   3.3 999.0 99.0 99.00
2006 04 09 09 00 274 10.4 12.6  3.54 12.90  7.22 999 1003.5   1.2   3.2 999.0 99.0 99.00
2006 04 09 10 00 269 11.2 13.1  3.11  8.33  7.08 999 1004.0   1.2   3.2 999.0 99.0 99.00
2006 04 09 11 00 263  9.9 12.0  3.37  9.09  7.39 999 1004.3   1.3   3.2 999.0 99.0 99.00
2006 04 09 12 00 278 10.8 12.2  3.31 10.00  7.12 999 1004.9   1.2   3.2 999.0 99.0 99.00
2006 04 09 13 00 276 10.0 11.7  3.21  8.33  7.28 999 1005.1   1.2   3.2 999.0 99.0 99.00
2006 04 09 14 00 293  9.9 11.5  2.84 10.00  7.06 999 1005.5   0.7   3.2 999.0 99.0 99.00
2006 04 09 15 00 282  9.6 11.2  2.85 12.12  7.22 999 1006.1   1.0   3.2 999.0 99.0 99.00
2006 04 09 16 00 292  8.6 10.3  2.97 11.43  7.24 999 1006.6   1.1   3.2 999.0 99.0 99.00
2006 04 09 17 00 276  8.1  9.4  2.71  9.09  7.12 999 1007.5   1.2   3.2 999.0 99.0 99.00
2006 04 09 18 00 259  7.0  8.7  2.66  9.09  7.28 999 1008.2   1.3   3.2 999.0 99.0 99.00
2006 04 09 19 00 258  9.4 13.3  2.70 10.81  7.27 999 1009.1   0.6   3.2 999.0 99.0 99.00
2006 04 09 20 00 280  6.4  7.9  2.59  9.09  6.92 999 1009.5   0.2   3.2 999.0 99.0 99.00
2006 04 09 21 00 266 10.4 12.3  2.72  8.33  7.08 999 1010.2   1.4   3.3 999.0 99.0 99.00
2006 04 09 22 00 275  9.7 11.1  2.73 12.90  6.74 999 1010.9   1.6   3.3 999.0 99.0 99.00
2006 04 09 23 00 272  8.3  9.9  2.54  7.69  6.52 999 1011.7   1.4   3.3 999.0 99.0 99.00
2006 04 10 00 00 261  8.4  9.9  2.45 12.12  6.65 999 1012.0   1.5   3.4 999.0 99.0 99.00
2006 04 10 01 00 265  9.5 11.4  2.27 12.12  6.64 999 1012.6   1.3   3.4 999.0 99.0 99.00
2006 04 10 02 00 271  9.3 11.4  2.34 12.12  6.71 999 1013.1   0.8   3.4 999.0 99.0 99.00
2006 04 10 03 00 272  8.2 10.3  2.38  8.33  6.67 999 1013.5   0.8   3.4 999.0 99.0 99.00
2006 04 10 04 00 263  6.6  8.3  2.27  9.09  6.80 999 1013.7   0.7   3.4 999.0 99.0 99.00
2006 04 10 05 00 250  4.6  6.1  2.32 12.90  6.87 999 1013.5   0.8   3.4 999.0 99.0 99.00
2006 04 10 06 00 263  4.2  5.5  2.12 10.81  6.87 999 1014.0   0.7   3.4 999.0 99.0 99.00
2006 04 10 07 00 211  5.2  6.3  2.22 12.90  7.21 999 1014.5   0.9   3.3 999.0 99.0 99.00
2006 04 10 08 00 186  6.7  8.3  2.13 12.90  7.45 999 1014.4   1.0   3.3 999.0 99.0 99.00
2006 04 10 09 00 186  8.0 10.0  2.22  8.33  7.49 999 1014.6   1.6   3.3 999.0 99.0 99.00
2006 04 10 10 00 178  9.7 11.4  2.03 11.43  7.22 999 1014.2   1.7   3.3 999.0 99.0 99.00
2006 04 10 11 00 186 11.3 13.4  2.04 12.12  6.78 999 1013.3   2.2   3.3 999.0 99.0 99.00
2006 04 10 12 00 176 11.3 13.5  2.21 12.12  6.30 999 1012.6   2.3   3.2 999.0 99.0 99.00
2006 04 10 13 00 202 11.6 14.5  2.17 11.43  5.89 999 1012.4   1.3   3.2 999.0 99.0 99.00
2006 04 10 14 00 237 11.5 13.4  2.36  5.88  5.91 999 1012.2   2.3   3.2 999.0 99.0 99.00
2006 04 10 15 00 246 13.0 15.7  2.22 12.12  5.83 999 1012.5   2.3   3.2 999.0 99.0 99.00
2006 04 10 16 00 246 11.4 13.4  2.54  6.67  5.98 999 1012.6   1.8   3.2 999.0 99.0 99.00
2006 04 10 17 00 254 11.1 12.7  2.75  7.14  6.30 999 1013.1   1.2   3.2 999.0 99.0 99.00
2006 04 10 18 00 250 11.6 13.9  2.67  6.67  6.15 999 1014.0   1.1   3.2 999.0 99.0 99.00
2006 04 10 19 00 251 10.2 12.2  2.71  7.69  6.54 999 1014.2   0.9   3.2 999.0 99.0 99.00
2006 04 10 20 00 261  9.3 11.2  2.54  9.09  6.48 999 1014.7   0.4   3.2 999.0 99.0 99.00
2006 04 10 21 00 253  8.8 10.6  2.76  9.09  6.80 999 1015.0   0.2   3.2 999.0 99.0 99.00
2006 04 10 22 00 249  6.3  7.4  2.92  9.09  7.24 999 1015.0   0.6   3.3 999.0 99.0 99.00
2006 04 10 23 00 246  5.2  7.0  3.21  9.09  7.54 999 1015.4   0.7   3.3 999.0 99.0 99.00
2006 04 11 00 00 230  4.8  6.3  3.18 10.81  7.55 999 1015.0   0.7   3.4 999.0 99.0 99.00
2006 04 11 01 00 248  3.8  5.4  3.36 10.81  7.68 999 1014.3   0.5   3.4 999.0 99.0 99.00
2006 04 11 02 00 244  2.4  3.5  3.27 10.81  7.78 999 1013.6   0.6   3.4 999.0 99.0 99.00
2006 04 11 03 00 244  0.3  1.2  3.26 10.81  7.62 999 1013.3   0.7   3.5 999.0 99.0 99.00
2006 04 11 04 00 116  2.7  4.0  3.34 10.81  7.85 999 1012.8  -0.4   3.4 999.0 99.0 99.00
2006 04 11 05 00  91  3.5  5.0  3.32 10.81  8.16 999 1011.7  -0.8   3.4 999.0 99.0 99.00
2006 04 11 06 00  67  6.4  7.8  3.43 10.81  8.51 999 1011.2  -0.7   3.2 999.0 99.0 99.00
2006 04 11 07 00  93  7.2  8.7  2.95 10.81  7.90 999 1009.6  -0.8   3.2 999.0 99.0 99.00
2006 04 11 08 00  86  9.8 11.5  2.96 11.43  8.18 999 1007.7  -0.4   3.2 999.0 99.0 99.00
2006 04 11 09 00  74 13.4 16.6  2.59 11.43  7.42 999 1004.4   0.0   3.2 999.0 99.0 99.00
2006 04 11 10 00  74 13.1 15.6  2.72 10.81  6.70 999 1003.1   0.8   3.2 999.0 99.0 99.00
2006 04 11 11 00  71 11.2 13.2  2.89 10.81  6.33 999 1001.0   1.0   3.2 999.0 99.0 99.00
2006 04 11 12 00  64 12.4 14.3  2.65 10.81  6.24 999  998.2   0.4   3.2 999.0 99.0 99.00
2006 04 11 13 00  61 12.7 15.6  2.57 10.81  6.10 999  995.8   0.9   3.2 999.0 99.0 99.00
2006 04 11 14 00  55 13.2 14.8  2.76 10.81  6.11 999  994.1   1.5   3.2 999.0 99.0 99.00
2006 04 11 15 00  60 12.8 15.2  2.93  6.67  6.09 999  992.4   1.5   3.2 999.0 99.0 99.00
2006 04 11 16 00  51 11.8 14.3  2.77  6.67  6.01 999  991.6   1.8   3.2 999.0 99.0 99.00
2006 04 11 17 00  48 10.4 11.9  2.77  7.14  6.06 999  991.2   2.0   3.2 999.0 99.0 99.00
2006 04 11 18 00  34 11.0 12.3  2.79  7.69  6.33 999  991.1   1.8   3.2 999.0 99.0 99.00
2006 04 11 19 00  21 10.4 12.1  2.85  7.69  6.30 999  991.5   1.8   3.2 999.0 99.0 99.00
2006 04 11 20 00  15  9.9 11.8  3.02  7.69  6.57 999  992.1   2.1   3.2 999.0 99.0 99.00
2006 04 11 21 00   9  9.3 10.9  3.18  7.69  6.42 999  992.9   2.3   3.3 999.0 99.0 99.00
2006 04 11 22 00 358 10.5 12.4  3.02  7.69  6.46 999  993.7   2.2   3.3 999.0 99.0 99.00
2006 04 11 23 00 351  9.6 11.1  3.00  8.33  6.39 999  994.5   2.3   3.3 999.0 99.0 99.00
2006 04 12 00 00 340 10.1 11.8 99.00 99.00 99.00 999  995.6   2.1   3.3 999.0 99.0 99.00
2006 04 12 01 00 324 10.5 12.2  3.16  7.69  6.60 999  997.1   1.8   3.3 999.0 99.0 99.00
2006 04 12 02 00 316 10.1 12.3  2.90  8.33  6.46 999  998.3   1.6   3.3 999.0 99.0 99.00
